date,nav,shares_outstanding,total_net_assets
2020-05-04,49.885469,153500000,7657419548.97
2020-05-05,50.148084,154500000,7747878934.14
2020-05-06,50.004718,154750000,7738230077.16
2020-05-07,50.944307,154650000,7878537007.21
2020-05-08,51.851026,155150000,8044686613.18
2020-05-11,51.877791,155700000,8077372130.27
2020-05-12,50.881027,156500000,7962880775.94
2020-05-13,49.977157,166050000,8298706950.52
2020-05-14,50.518144,167400000,8456737355.67
2020-05-15,51.213937,167800000,8593698685.66
2020-05-18,52.368697,167900000,8792704234.16
2020-05-19,52.318589,168600000,8820914082.59
2020-05-20,53.755615,169000000,9084698887.43
2020-05-21,53.371956,171050000,9129273082.33
2020-05-22,53.733856,170900000,9183116002.93
2020-05-26,53.844493,171300000,9223561730.47
2020-05-27,54.215762,172250000,9338665041.45
2020-05-28,53.739654,173250000,9310395036.21
2020-05-29,54.057184,173100000,9357298490.07
2020-06-01,54.654887,174350000,9529079526.47
2020-06-02,54.862182,173300000,9507616163.06
2020-06-03,55.048801,172550000,9498670540.46
2020-06-04,54.597626,172900000,9439929572.55
2020-06-05,55.544133,173000000,9609135017.73
2020-06-08,56.562699,173000000,9785346924.34
2020-06-09,56.407623,173800000,9803644922.18
2020-06-10,56.236091,173800000,9773832562.52
2020-06-11,53.634308,173550000,9308234165.89
2020-06-12,54.135866,173550000,9395279506.88
2020-06-15,54.972052,173600000,9543148298.74
2020-06-16,55.420525,173200000,9598834905.21
2020-06-17,55.506181,173200000,9613670566.01
2020-06-18,55.69773,180400000,10047870477.25
2020-06-19,55.538461,179000000,9941384464.84
2020-06-22,55.566753,170450000,9471353051.31
2020-06-23,55.923266,170600000,9540509206.23
2020-06-24,54.636791,170250000,9301913663.76
2020-06-25,54.902797,169000000,9278572633.47
2020-06-26,52.475542,168900000,8863118992.89
2020-06-29,53.414828,169750000,9067167120.61
2020-06-30,54.082719,169900000,9188653978.33
2020-07-01,55.372807,170400000,9435526340.54
2020-07-02,55.192373,170200000,9393741932.68
2020-07-06,56.329592,171300000,9649259056.88
2020-07-07,56.1412,171300000,9616987570.39
2020-07-08,56.634161,171300000,9701431755.21
2020-07-09,56.713444,173100000,9817097080.27
2020-07-10,57.697924,170800000,9854805367.08
2020-07-13,56.502996,171450000,9687438651.82
2020-07-14,57.093427,171900000,9814360165.73
2020-07-15,57.425435,172500000,9905887609.16
2020-07-16,57.556829,172950000,9954453576.68
2020-07-17,57.39928,172850000,9921465514.46
2020-07-20,58.091365,173500000,10078851786.44
2020-07-21,57.837121,173350000,10026064891.05
2020-07-22,57.855212,173850000,10058128616.05
2020-07-23,56.900061,174650000,9937595631.1
2020-07-24,56.838836,174400000,9912693052.94
2020-07-27,57.216027,174900000,10007083038.76
2020-07-28,56.638632,175500000,9940079969.95
2020-07-29,57.1567,175500000,10031000789.77
2020-07-30,57.327083,175350000,10052304006.56
2020-07-31,58.095675,175050000,10169647877.86
2020-08-03,58.195048,175050000,10187043087.12
2020-08-04,58.521165,175050000,10244129892.01
2020-08-05,58.458344,174600000,10206826829.45
2020-08-06,59.977512,174800000,10484069055.96
2020-08-07,59.918471,175200000,10497716152.95
2020-08-10,59.717671,175600000,10486423081.95
2020-08-11,58.846161,175500000,10327501265.66
2020-08-12,59.551613,175700000,10463218482.67
2020-08-13,59.859555,172650000,10334752162.94
2020-08-14,59.837332,172350000,10312964237.29
2020-08-17,59.900297,172350000,10323816182.39
2020-08-18,60.452836,172350000,10419046323.95
2020-08-19,60.272315,172350000,10387933453.05
2020-08-20,61.009504,172750000,10539391812.55
2020-08-21,60.729546,170700000,10366533542.18
2020-08-24,61.478253,172200000,10586555240.51
2020-08-25,62.067895,173000000,10737745849.29
2020-08-26,64.188609,174950000,11229797161.99
2020-08-27,63.399493,175500000,11126610999.88
2020-08-28,63.580242,174900000,11120184258.51
2020-08-31,63.304254,175100000,11084574927.91
2020-09-01,63.774563,175250000,11176492228.38
2020-09-02,65.151722,175250000,11417839347.78
2020-09-03,62.942494,175500000,11046407636.91
2020-09-04,61.77815,175200000,10823531861.11
2020-09-08,60.143643,174650000,10504087170.55
2020-09-09,60.910349,171950000,10473534482.21
2020-09-10,59.984011,172300000,10335245072.03
2020-09-11,59.779399,171850000,10273089723.22
2020-09-14,60.012971,171350000,10283222609.61
2020-09-15,61.080442,171350000,10466133695.04
2020-09-16,60.386185,171350000,10347172865.13
2020-09-17,59.288453,174400000,10339906269.72
2020-09-18,58.764165,173300000,10183829862.02
2020-09-21,57.910662,169850000,9836125947.24
2020-09-22,59.069161,169200000,9994502068.04
2020-09-23,57.615336,171300000,9869507113.75
2020-09-24,57.746553,170800000,9863111218.58
2020-09-25,58.535562,170550000,9983240075.41
2020-09-28,59.27385,169750000,10061735988.79
2020-09-29,59.35342,169900000,10084145998.06
2020-09-30,59.395066,169650000,10076372963.95
2020-10-01,60.252625,170150000,10251984222.71
2020-10-02,59.050672,171450000,10124237640.35
2020-10-05,60.040044,172700000,10368915640.01
2020-10-06,58.792488,172550000,10144643809.26
2020-10-07,59.247071,172400000,10214195002.83
2020-10-08,59.96317,176100000,10559514265.23
2020-10-09,60.335445,172900000,10431998505.85
2020-10-12,61.911929,172850000,10701477002.87
2020-10-13,61.977139,173450000,10749934775.04
2020-10-14,61.235336,173300000,10612083650.38
2020-10-15,60.773837,173300000,10532105884.65
2020-10-16,60.783139,173300000,10533718009.45
2020-10-19,59.652183,172750000,10304914674.97
2020-10-20,60.118812,172500000,10370495121.38
2020-10-21,61.150437,172150000,10527047707.74
2020-10-22,61.494853,171800000,10564815718.24
2020-10-23,62.116297,171900000,10677791508.35
2020-10-26,60.759208,172100000,10456659759.33
2020-10-27,61.162701,172050000,10523042757.13
2020-10-28,58.725789,172050000,10103772046.85
2020-10-29,60.274198,171450000,10334011232.84
2020-10-30,59.155384,171150000,10124443960.45
2020-11-02,59.198209,171050000,10125853649.53
2020-11-03,60.067363,171300000,10289539281.88
2020-11-04,62.647619,171450000,10740934304.14
2020-11-05,63.87339,172400000,11011772474.86
2020-11-06,63.673337,172400000,10977283248.98
2020-11-09,63.159516,175100000,11059231284.03
2020-11-10,62.968472,176550000,11117083777.11
2020-11-11,63.54631,178500000,11343016388.4
