date,nav,shares_outstanding,total_net_assets
2017-09-12,56.195829,66923725,3760834238.07
2017-09-13,56.174071,67273725,3779039006.58
2017-09-14,56.350745,67523725,3805012176.41
2017-09-15,56.031091,67923725,3805840404.18
2017-09-18,56.36675,66073725,3724361124.06
2017-09-19,56.664787,67223725,3809218043.66
2017-09-20,56.897393,70123725,3989857134.07
2017-09-21,56.75572,69923725,3968571364.42
2017-09-22,56.593094,68873725,3897777171.14
2017-09-25,56.633143,68923725,3903367155.01
2017-09-26,56.399867,71673725,4042388534.63
2017-09-27,56.388452,73623725,4151527910.11
2017-09-28,56.804284,72073725,4094096342.13
2017-09-29,56.803294,72023725,4091184859.29
2017-10-02,57.40879,71323725,4094608717.32
2017-10-03,57.670053,71773725,4139194533.2
2017-10-04,57.659198,72223725,4164362049.65
2017-10-05,58.017203,73273725,4251136562.17
2017-10-06,57.911654,73673725,4266567253.59
2017-10-09,57.903298,74073725,4289112968.6
2017-10-10,57.91017,74073725,4289622006.52
2017-10-11,57.94523,74073725,4292218996.83
2017-10-12,58.062293,74673725,4335727673.23
2017-10-13,58.347588,75923725,4429966240.43
2017-10-16,58.301955,76273725,4446907254.44
2017-10-17,58.149198,76773725,4464330553.05
2017-10-18,58.021358,77373725,4489328581.46
2017-10-19,58.215145,77573725,4515965648.82
2017-10-20,58.738818,77423725,4547778095.39
2017-10-23,58.604819,77173725,4522752164.0
2017-10-24,58.952075,76873725,4531865585.99
2017-10-25,58.666545,77123725,4524582470.62
2017-10-26,59.431386,77023725,4577626737.6
2017-10-27,59.117226,75723725,4476576532.75
2017-10-30,58.868018,75973725,4472422605.99
2017-10-31,58.979532,75723725,4466149831.35
2017-11-01,59.321954,75673725,4489113232.17
2017-11-02,58.886652,76273725,4491504337.08
2017-11-03,58.815877,74173725,4362592712.14
2017-11-06,58.56189,77373725,4531151600.49
2017-11-07,58.659081,77073725,4521073850.46
2017-11-08,58.682238,77523725,4549265701.46
2017-11-09,58.191466,77423725,4505400034.36
2017-11-10,58.109136,76523725,4446727517.64
2017-11-13,58.419386,76323725,4458785144.13
2017-11-14,57.874313,75823725,4388245987.71
2017-11-15,57.511188,75873725,4363588087.53
2017-11-16,58.230696,75273725,4383241393.95
2017-11-17,58.293446,75023725,4373391467.33
2017-11-20,58.398348,74273725,4337462821.92
2017-11-21,58.682562,74273725,4358572488.58
2017-11-22,58.560024,75423725,4416815120.49
2017-11-24,58.814785,75173725,4421326484.87
2017-11-27,58.472219,75023725,4386803715.89
2017-11-28,59.152264,75273725,4452611285.5
2017-11-29,59.221392,75673725,4481503333.09
2017-11-30,59.571698,75373725,4490140774.54
2017-12-01,59.072469,76323725,4508630912.68
2017-12-04,59.664451,76373725,4556796376.98
2017-12-05,59.369117,76673725,4552051333.91
2017-12-06,59.010964,78123725,4610156317.81
2017-12-07,59.429719,77973725,4633956592.27
2017-12-08,59.431381,78623725,4672716518.15
2017-12-11,59.496586,79173725,4710566325.27
2017-12-12,59.512645,79123725,4708862195.96
2017-12-13,59.671318,82473725,4921315830.36
2017-12-14,59.017914,81823725,4829065567.16
2017-12-15,59.070188,82023725,4845156828.02
2017-12-18,59.93411,79723725,4778170542.2
2017-12-19,59.882567,81623725,4887838217.51
2017-12-20,59.91253,81823725,4902266391.59
2017-12-21,60.113864,80873725,4861632114.84
2017-12-22,60.338562,81723725,4931092043.8
2017-12-26,60.309825,82073725,4949851956.37
2017-12-27,60.394462,81623725,4929620945.93
2017-12-28,60.647592,81273725,4929055683.71
2017-12-29,60.47629,81323725,4918157148.31
2018-01-02,61.400194,81423725,4999432486.22
2018-01-03,61.845902,83973725,5193430782.72
2018-01-04,62.37178,84923725,5296843930.67
2018-01-05,62.912257,85673725,5389927440.5
2018-01-08,62.979332,84473725,5320098780.23
2018-01-09,62.837364,85223725,5355234227.9
2018-01-10,62.491551,86423725,5400752637.79
2018-01-11,63.286918,86273725,5459998126.94
2018-01-12,63.397344,85823725,5440996254.98
2018-01-16,62.648225,85873725,5379836424.24
2018-01-17,62.945178,86823725,5465134832.87
2018-01-18,62.888836,87873725,5526276323.18
2018-01-19,63.271536,88373725,5591541324.53
2018-01-22,63.132065,86073725,5434012018.13
2018-01-23,63.123654,86873725,5483786993.67
2018-01-24,63.365023,85523725,5419212825.12
2018-01-25,63.813406,85623725,5463941569.43
2018-01-26,64.079523,85573725,5483523490.83
2018-01-29,63.353898,85323725,5405590558.09
2018-01-30,62.890511,84573725,5318884798.97
2018-01-31,62.942687,84873725,5342180290.7
2018-02-01,62.084549,87673725,5443183636.42
2018-02-02,60.480291,87973725,5320676459.42
2018-02-05,58.438314,87823725,5132270383.46
2018-02-06,60.04417,87723725,5267298237.24
2018-02-07,59.540443,86373725,5142729889.26
2018-02-08,57.419194,84723725,4864768000.61
2018-02-09,58.397287,84523725,4935956224.27
2018-02-12,59.605006,84273725,5023135867.66
2018-02-13,59.453811,84323725,5013366838.19
2018-02-14,60.247781,83923725,5056218190.9
2018-02-15,60.691334,85123725,5166272433.93
2018-02-16,60.485583,84723725,5124563909.66
2018-02-20,60.218898,83923725,5053794234.37
2018-02-21,59.999972,83423725,5005421149.64
2018-02-22,60.410601,83273725,5030615786.64
2018-02-23,61.27699,84023725,5148720962.51
2018-02-26,61.548563,84373725,5193081569.05
2018-02-27,60.716229,85173725,5171427393.69
2018-02-28,59.643961,84773725,5056240707.32
2018-03-01,59.046203,84773725,5005566547.82
2018-03-02,58.937718,83923725,4946272824.36
2018-03-05,59.73409,83373725,4980253568.31
2018-03-06,60.407056,82073725,4957832076.92
2018-03-07,60.15945,83723725,5036773269.28
2018-03-08,60.231955,83873725,5051878399.27
2018-03-09,61.333198,84623725,5190243665.09
2018-03-12,61.162233,86273725,5276693635.31
2018-03-13,60.917485,85473725,5206844372.49
2018-03-14,60.140001,86323725,5191508898.67
2018-03-15,59.37256,85773725,5092605630.02
2018-03-16,59.176751,85273725,5046221955.62
2018-03-19,58.294341,85473725,4982634481.76
2018-03-20,58.241704,84173725,4902421208.33
2018-03-21,58.892337,83673725,4927741172.09
2018-03-22,57.136517,83923725,4795109304.9
2018-03-23,56.05048,83923725,4703965072.5
2018-03-26,57.165567,83823725,4791830774.5
2018-03-27,56.599161,85473725,4837741147.62
2018-03-28,55.860875,84673725,4729948405.01
2018-03-29,56.933514,81723725,4652818862.98
2018-04-02,55.704901,81523725,4541271024.87
2018-04-03,56.492239,80723725,4560263957.13
2018-04-04,56.857472,80073725,4552789613.56
2018-04-05,57.936392,79873725,4627595470.83
2018-04-06,56.527222,80623725,4557435172.33
2018-04-09,56.819277,80973725,4600868497.32
2018-04-10,57.998144,81223725,4710825269.0
2018-04-11,57.55361,84573725,4867523181.35
2018-04-12,58.162117,85723725,4985873312.93
2018-04-13,58.1079,85723725,4981225614.02
2018-04-16,58.899225,85723725,5049060931.08
2018-04-17,59.559407,86473725,5150323761.77
2018-04-18,59.992346,87173725,5229756268.68
2018-04-19,59.365605,87323725,5184025782.63
2018-04-20,59.005516,87423725,5158481978.41
2018-04-23,58.832279,87223725,5131570542.81
2018-04-24,57.265542,87223725,4994913909.75
2018-04-25,57.574106,87223725,5021828011.35
2018-04-26,57.903878,85273725,4937679380.91
2018-04-27,57.75187,85373725,4930492227.45
2018-04-30,57.007676,84823725,4835603469.06
2018-05-01,56.990197,83923725,4782829619.35
2018-05-02,56.853638,84073725,4779897166.52
2018-05-03,57.069323,83373725,4758082056.23
2018-05-04,57.794659,81473725,4708746114.97
2018-05-07,57.798214,83073725,4801512961.43
2018-05-08,57.666469,83073725,4790568363.3
2018-05-09,58.473762,82723725,4837167382.78
2018-05-10,58.923038,80423725,4738810194.37
2018-05-11,58.900264,80273725,4728143629.7
2018-05-14,59.130638,79873725,4722984329.18
2018-05-15,58.964581,79873725,4709720706.49
2018-05-16,59.643787,79323725,4731167318.36
2018-05-17,59.779113,79673725,4762824607.83
2018-05-18,59.869468,81723725,4892755920.04
2018-05-21,60.186951,81723725,4918701794.78
2018-05-22,59.664396,82123725,4899862459.51
2018-05-23,59.558996,82623725,4920986085.63
2018-05-24,59.325232,82973725,4922435470.86
2018-05-25,59.022473,82973725,4897314440.48
2018-05-29,57.989829,81773725,4742044333.25
2018-05-30,58.687401,81523725,4784415578.42
2018-05-31,58.19458,81523725,4744238918.36
2018-06-01,59.06982,81523725,4815591726.47
2018-06-04,59.39517,82023725,4871813094.61
2018-06-05,59.844091,79673725,4768001623.86
2018-06-06,60.973286,79823725,4867114783.67
2018-06-07,60.65577,80973725,4911523657.7
2018-06-08,60.845115,80623725,4905559796.57
2018-06-11,60.909596,80623725,4910758503.57
2018-06-12,60.993806,81373725,4963293194.69
2018-06-13,60.34484,82273725,4964794734.29
2018-06-14,60.419118,82123725,4961843002.18
2018-06-15,59.7526,82123725,4907106081.41
2018-06-18,59.603033,85223725,5079592453.33
2018-06-19,58.520436,85173725,4984403556.29
